unit_code,year,unit_period,description,handbook_url,unit_rules,assessments,has_final_exam,unit_name
WMMC1015,2024,"['MQUC Term 5 - In person-scheduled-weekday', 'MQUC Term 2 - In person-scheduled-weekday', 'MQUC Term 4 - In person-scheduled-weekday', 'MQUC Term 1 - In person-scheduled-weekday']","<p>This unit provides an overview of creative practices in the media industries, with an emphasis on media production. The unit examines elements of creative expression and communications through the use of case studies. It also explores varied approaches to digital and online media production. Students in this unit will learn how to produce media content across a range of formats and platforms involving text, digital video, image, and sound.</p>",https://coursehandbook.mq.edu.au/2024/units/WMMC1015/,"{'NCCW (pre-2020 units)': [''], 'Co-badge': ['MMCC1015']}","{'Research Project': {'assessment_type': 'Case study/analysis', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students are required to create a number of original images that draw on the subjects covered in classes using the fundamentals of composition, sequencing images, and applying sound.</p>'}, 'Image & Sound Project': {'assessment_type': 'Creative work', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students produce a short video that uses a montage editing style and features video footage, still images, music, text, and voice over etc, from both original and archive sources, to respond to a subject prompt.</p>'}, 'Group Video Project': {'assessment_type': 'Creative work', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students collaborate to create a short narrative video using a three act structure based on a script written by the group members. In one of the final lessons, the group will make a short presentation on their work.</p>'}}",False,Media Practice and Production
ECHE8320,2024,['Session 1 - In person-scheduled-infrequent'],<p>The recognition of the importance of children&#39;s first three years of life has led to an increasing awareness of the specialist nature of infant-toddler education and care services. This unit covers contemporary perspectives that can inform educational programs that aim to support infant-toddler development and learning. Students will build on prior knowledge about children&#39;s learning and development to critically reflect on research-based literature and examine its relevance in a range of infant-toddler early childhood programs. Students will design and create a research translation piece to deepen and demonstrate their understanding of the applicability of infant-toddler research to stakeholders in the context of infant and toddler education and care. </p>,https://coursehandbook.mq.edu.au/2024/units/ECHE8320/,"{'NCCW (pre-2020 units)': ['ECED732, ECHX832, ECED832, ECEX832'], 'prerequisite': ['[Admission to MTeach(0-5) and (ECED603 or ECHE6030) and (ECED602 or ECHE6020) and (ECED824 or ECHE8240)] or [admission to MEChild or MEd or MEdLead or MIndigenousEd or MSpecEd or GradCertEdS]'], 'Co-badge': ['ECHE7320', 'ECHX8320']}","{'Project final report': {'assessment_type': 'Project', 'assessment_weight': '55', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students complete a final report and critical discussion of their project (Approximately 2200 words)</p>'}, 'Project Proposal': {'assessment_type': 'Project', 'assessment_weight': '0', 'assessment_hurdle': 'Yes', 'assessment_description': '<p>Students submit a written proposal detailing the rational, method and format for their research translation project (Approximately 500 words using a provided pro-forma)</p>'}, 'Presentation and peer feedback': {'assessment_type': 'Presentation', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students complete a 10-minute presentation on their project progress and provide written peer feedback</p>'}, 'Video-Log Reading Reflection': {'assessment_type': 'Participatory task', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students complete two 5-8 minute video-log critical reflections on a chosen reading</p>'}}",False,Contemporary Approaches to Infant and Toddler Theory and Practice
MPHR8990,2024,"['Session 1 - In person-scheduled-weekday', 'Session 2 - In person-scheduled-weekday']","<p>This unit is an intensive year focused around your conduct of a research project and writing of a research thesis.</p>
<p>In this unit you will be supported to design, conduct and report a research project. You will learn how to undertake core research activities including: reviewing the literature relevant to a research inquiry; selecting a research method and designing a study to conduct your research as part of your studies in the MPH; developing a plan for the research project; conducting the project and writing up a thesis to report on the project.</p>",https://coursehandbook.mq.edu.au/2024/units/MPHR8990/,"{'info': ['NOTE: Admission to the research year is subject to the availability of a suitable project and supervisor. Students not meeting the requirements for the research year may transfer into the Master of Public Health course.'], 'NCCW (pre-2020 units)': ['MPHR899'], 'prerequisite': ['(HSYP8101(D) or HSYP8003(D)) AND 30cp in HSYP units at 8000 level with a WAM of 75+']}","{'Thesis': {'assessment_type': 'Thesis', 'assessment_weight': '90', 'assessment_hurdle': 'Yes', 'assessment_description': 'MPH Research students are expected to undertake a significant individual research project and to present their work in a written thesis. The MPH Research thesis should demonstrate your knowledge and skills gained over the course of your MPH Research project and be structured in a scholarly format. The thesis should be approximately 20,000 words in length, not including references and appendices.\n'}, 'Thesis amendments and re-submission': {'assessment_type': 'Thesis', 'assessment_weight': '0', 'assessment_hurdle': 'No', 'assessment_description': 'Amendment thesis in response to examiners reports re-submit'}, 'Participate in the Higher Degree Research community at Macquarie University and externally': {'assessment_type': 'Participatory task', 'assessment_weight': '0', 'assessment_hurdle': 'No', 'assessment_description': 'This task will focus on engagement with academic integrity materials provided by the university and attendance at various HDR training and support workshops aswell as opportunities offered throughout the candidature.\n'}, 'Rapid literature review': {'assessment_type': 'Report', 'assessment_weight': '0', 'assessment_hurdle': 'No', 'assessment_description': 'For this task, students are to carry out a rapid review of the literature that provides a critical analysis of the published evidence base about their research topic. This should not be an exhaustive review, and will be required for all projects, even those which will be a more extensive or systematic literature review. \tApprox. 2500 word in length (excluding references)\n'}, 'Research proposal': {'assessment_type': 'Plan', 'assessment_weight': '0', 'assessment_hurdle': 'No', 'assessment_description': 'Students are to develop a detailed research proposal and plan with guidance from their supervisor(s). The proposal should be a 10-month project plan, approximately 1200 words in length, and describe the scope and objectives of the MPH Research project. \n'}, 'Thesis presentation': {'assessment_type': 'Viva/oral examination', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': 'MPH Research students will ‘defend’ their thesis via an oral presentation and respond to questioning in a Completion Symposium. Department and Faculty members will attend and assess the completion talks.\n'}}",False,Master of Public Health - Public Health Research
EDST8221,2024,['Session 1 - In person-scheduled-infrequent'],<p>This unit includes topics on assessment; meeting the needs of individual students; languages and the community; and curriculum renewal. There is a focus upon ways of developing all language skills through study of the prescribed senior options.</p>,https://coursehandbook.mq.edu.au/2024/units/EDST8221/,{'prerequisite': ['EDST8220 and EDST8237']},"{'Participation': {'assessment_type': 'Participatory task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Demonstration of participation in workshops and online forums</p>'}, 'Advocacy resource': {'assessment_type': 'Practice-based task', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>An original, ICT-based Languages Promotion Resource</p>'}, 'Critical reflection': {'assessment_type': 'Reflective Writing', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Critical reflection on your professional experience in one or more schools or your online micro-teaching experience.</p>'}}",False,Teaching Languages in the Secondary School 2
EDST8226,2024,['Session 2 - In person-scheduled-infrequent'],"This unit provides an introduction to the secondary mathematics curriculum and its teaching. Students develop and integrate an in-depth, broad and coherent knowledge of the central concepts of school algebra; teaching methods, including planning units of work and the role of technology in mathematics education; and a critical reflection on practical and professional issues arising from students&#39; professional experience. Particular emphasis is given to learning and teaching mathematics in Years 7 to 10.",https://coursehandbook.mq.edu.au/2024/units/EDST8226/,{'corequisite': ['EDST8237']},"{'Unit of work': {'assessment_type': 'Work-integrated task', 'assessment_weight': '60', 'assessment_hurdle': 'No', 'assessment_description': '<p>Prepare a unit of work for a topic from the Stages 4-5 mathematics syllabus [2000 words]</p>'}, 'Algebra research report': {'assessment_type': 'Report', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Conduct an interview with a secondary school student about their understanding of equations; report the results and suggest implications for learning and teaching mathematics [1500 words]</p>'}}",False,Teaching Mathematics in the Secondary School 1
EDST8227,2024,['Session 1 - In person-scheduled-infrequent'],"This unit continues the examination of the secondary Mathematics curriculum and its teaching. Students develop and integrate an in-depth, broad and coherent knowledge of the central concepts of school calculus; teaching methods, including the role of assessment in Mathematics education; and critically reflect on practical and professional issues arising from students&#39; professional experience. Particular emphasis is given to learning and teaching Mathematics in Years 11 and 12.",https://coursehandbook.mq.edu.au/2024/units/EDST8227/,{'prerequisite': ['EDST8226 and EDST8237']},"{'Design a mathematics topic test': {'assessment_type': 'Work-integrated task', 'assessment_weight': '60', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students design a mathematics topic test and accompanying mark scheme; they obtain feedback from a mathematics teacher, reflect on the feedback and revise the test and mark scheme as appropriate</p>'}, 'Joint Lesson Planning (JLP)': {'assessment_type': 'Lesson plan', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students work in small groups to jointly plan a mathematics lesson; they provide individual peer feedback on the lesson from another group; and they write an individual reflection on what they have learned</p>'}}",False,Teaching Mathematics in the Secondary School 2
EDST8231,2024,['Session 1 - In person-scheduled-infrequent'],"The aim of this unit is to develop resilient and reflective teachers of Year 11 and 12 Economics and Business Studies. The unit builds on EDST8230 and concentrates on evidence-based techniques for teaching Economics and Business Studies. The unit also focuses on the collection, development and evaluation of resources, classroom evaluation and reporting.  Work in this unit contributes knowledge and strategies relevant for the in-school teaching experiences in EDST8240 (Professional Practice III and Educational Research).",https://coursehandbook.mq.edu.au/2024/units/EDST8231/,{'prerequisite': ['EDST8230 and EDST8237']},"{'Stage 6 topic analysis': {'assessment_type': 'Design Task', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>Stage 6 Topic analysis - Task has three components (1) 1-page concept map showing relationships between central concepts (2) identification of common student misconceptions (3) outline of programming approach and rationale (400 words)</p>'}, 'Online task participation': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>A grade will be awarded based on the quality of work completed in online tasks.</p>'}, 'Designing a teaching program': {'assessment_type': 'Programming Task', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>Designing a teaching program - The aim of this task is to create a mini-teaching/learning program that integrates core ideas and showcases innovative and research-based approaches to instruction and assessment (4 rich tasks and a 600-word rationale)</p>'}}",False,Teaching Economics and Business Studies in the Secondary School 2
EDST8220,2024,['Session 2 - In person-scheduled-infrequent'],"<p>This unit critically examines current approaches to language teaching theory and practice, and their application to syllabus requirements in New South Wales secondary schools. With knowledge of relevant research, topics covered include planning for effective teaching; developing communication skills; integrating language and culture; appraisal of teaching materials; motivation within language learning; and classroom management.</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8220/,{'corequisite': ['EDST8237']},"{'Intercultural pedagogy': {'assessment_type': 'Essay', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>1500 words. Intercultural autobiographical narrative.</p>'}, 'Unit of work': {'assessment_type': 'Learning plan', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>2500 words. Design a unit of work</p>'}, 'Participation': {'assessment_type': 'Participatory task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Demonstration of participation in Zoom tutorials and online forum activities</p>'}}",False,Teaching Languages in the Secondary School 1
EDST8233,2024,['Session 1 - In person-scheduled-infrequent'],"<p>This unit focuses on the teaching of Geography in Years 11 and 12 and is an extension of EDST8232. Students develop and integrate an in-depth, broad and coherent knowledge of the Stage 6 curriculum and Geography&#39;s inquiry-based methodologies (applying geographic skills, investigating contemporary issues and conducting fieldwork). This unit is closely aligned with EDST8240 (Professional Practice III).</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8233/,{'prerequisite': ['EDST8232 and EDST8237']},"{'Participation and engagement': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Reflection on and engagement in tutorials and other learning activities</p>'}, 'Stage 6 Geography unit of work ': {'assessment_type': 'Programming Task', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students plan and deliver a presentation for a professional audience that provides an overview of and justification for instructional and assessment decisions in a Stage 6 units of work (500 words)</p>'}, 'Program evaluation and adaptation': {'assessment_type': 'Case study/analysis', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students evaluate the suitability of a learning and teaching program for a hypothetical cohort of students and adapt the program to better suit students’ needs. Include a rationale (500 words)</p>'}}",False,Teaching Geography in the Secondary School 2
EDST8224,2024,['Session 2 - In person-scheduled-infrequent'],"This unit explores the value of teaching History in the current educational context and provides relevant and innovative pedagogies for secondary History teachers. Current syllabus developments and directions in teaching History are evaluated and student-based and cooperative learning strategies are modelled and discussed. There is a strong focus on developing students&#39; application of research methodologies, understanding of literacy, multiculturalism, pedagogies for diverse learners and civics and citizenship education. The unit also examines how teachers can implement technology into their classroom practice to develop historical skills and understandings.",https://coursehandbook.mq.edu.au/2024/units/EDST8224/,{'corequisite': ['EDST8237']},"{'Lesson planning, assessment task and justification': {'assessment_type': 'Lesson plan', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>This task requires students to plan five sequential lessons including all lesson resources; design an assessment task; and, provide justification for lesson planning and assessment task design drawing on recent pedagogical and other scholarly literature (3000 words)</p>'}, 'Literature Review': {'assessment_type': 'Literature review', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students\xa0are tasked with writing a literature review on the topic of teaching History. The literature review will form the basis of scholarly pedagogical knowledge for Assessment Task 2 (3000 words).</p>'}}",False,Teaching History in the Secondary School 1
EDST8235,2024,['Session 1 - In person-scheduled-infrequent'],"<p>The unit is designed for students who plan to teach Society and Culture for Years 11 and 12 but whose major teaching subject is in another area, such as Economics, Geography or History. The unit explores the aims, content and instructional demands of the NSW Society and Culture syllabus documents for Stage 6, and assists students to design innovative, student-centred units of work and to identify or develop appropriate teaching resources. The unit aims to develop understanding and application of research methodologies for the Social Sciences together with in-depth, critical and evaluative use of research literature to support and extend best pedagogical practice in the discipline.</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8235/,{'prerequisite': ['EDST8234 and EDST8237']},"{'PIP Portfolio: preparation and pedagogical reflection': {'assessment_type': 'Portfolio', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>This task requires students to\xa0write a PIP (Personal Interest Project) with annotation of sources, &#34;3 minute PIP&#34; presentation with feedback and pedagogical reflection.</p>'}, 'Stage 6 Teaching and Learning Resources': {'assessment_type': 'Lesson plan', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>This task requires students to create a scope and sequence, assessment task with marking guidelines and a justification for task design.</p>'}}",False,Teaching Society and Culture in the Secondary School 2
EDST8229,2024,['Session 1 - In person-scheduled-infrequent'],"This unit continues the examination of the secondary Science curriculum and builds on the content and strategies covered in EDST8228. It considers the key concepts in Biology/Chemistry/Physics/Earth and Environmental Science in the Stage 6 syllabus, appropriate research-informed teaching methods for developing these concepts, and the role of assessment in Science education in Years 11 and 12. Students will critically reflect on practical and professional issues relating to the key concepts, and teaching and assessment methods they encountered in their professional experience.",https://coursehandbook.mq.edu.au/2024/units/EDST8229/,{'prerequisite': ['EDST8228 and EDST8237']},"{'Professional dialogue, engagement and participation in the unit activities.': {'assessment_type': 'Participatory task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Professional dialogue, engagement and participation in the unit activities.</p>\n<p>5% for major option<br />5% for minor option</p>'}, 'Critical Reflections A: Major Option': {'assessment_type': 'Reflective Writing', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Critical reflections on learning and teaching sequences, for the Syllabus Major option.<br />Research-based reflections on unit plan, individual lessons planning, and pedagogical choices (1000 words)</p>\n<p>\xa0</p>'}, 'Assessment Resource and Scholarly Justification ': {'assessment_type': 'Practice-based task', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Design an assessment of learning task and justification: The test and accompanying justification will show scholarly, research-informed knowledge of science teaching and Syllabus documents (1000 words)</p>'}, 'Critical Reflections B: Minor Option': {'assessment_type': 'Reflective Writing', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Critical reflections on learning and teaching sequences, for the Syllabus Major option.<br />Research-based reflections on unit plan, individual lessons planning, and pedagogical choices (1000 words)</p>'}}",False,Teaching Science in the Secondary School 2
EDST8234,2024,['Session 2 - In person-scheduled-infrequent'],"<p>The unit provides the knowledge and skills necessary to teach Stage 6 Social Sciences with a specific focus on Society and Culture as a second teaching subject. Participation in the course will highlight the important role Social Sciences play in developing secondary school students who understand and promote positive participation in community life and raise global awareness through attainment of social and cultural literacy. The course aims to develop research capacity, critical and independent thought with student-centred learning strategies modelled, practiced and discussed. The need to implement collaborative, cooperative and inclusive education is also demonstrated. The course examines different approaches to programming, lesson planning and forms of assessment. It also develops awareness of the professional role of the teacher.</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8234/,{'corequisite': ['EDST8237']},"{'Lesson planning and reflection': {'assessment_type': 'Lesson plan', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will plan an excursion for a Preliminary Society and Culture class. Planning documents include an Excursion and Risk Assessment and an excursion Resource including consolidation material. A reflection and justification drawing on scholarly literature will provide reasons and evidence for excursion and resource design. (3,000 words)</p>'}, 'Development of an Assessment task and pedagogical reflection and justification': {'assessment_type': 'Portfolio', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>This assessment task consists of four parts: the design of an assessment task notification and marking guidelines; Resource creation of an exemplar Research Method; Exemplar Annotated bibliography; and, a pedagocial reflection and justification drawing on recent scholarly literature.</p>'}}",False,Teaching Society and Culture in the Secondary School 1
EDST8222,2024,['Session 2 - In person-scheduled-infrequent'],"<p>This unit emphasises the contemporary role of the teacher of English in a secondary school context. It draws attention to the central role of language in shaping understandings of self and the world. Emphasis is placed on the responsive classroom skills and knowledge required for effective teaching in classrooms with diverse student needs and on the theoretical perspectives and research that underpin syllabus documents. A range of research-informed pedagogical approaches are explored, evaluated and implemented. Course content includes: the history of English teaching, the contextual factors impacting on language use, adolescent literature, the significance of creativity, the pedagogical integration of technology and the processes leading to responding to and composing texts for a range of audiences and purposes and in a range of mediums including visual and multi-modal forms. Skills in independent learning and research will be fostered and students given opportunities to explore areas of interest and to interrogate contested aspects of the teaching of English.</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8222/,{'corequisite': ['EDST8237']},"{'Presentation of Professional Digital Portfolio': {'assessment_type': 'Viva/oral examination', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>Engage in a professional conversation in which you demonstrate and discuss your professional digital portfolio and justify personal and research-informed perspectives on nominated aspects of English teaching (15 minutes using Zoom video conference).</p>'}, 'Professional Dialogue': {'assessment_type': 'Participatory task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Involvement in professional dialogue via five iLearn Discussion Forums.</p>'}, 'Programming and Assessment': {'assessment_type': 'Project', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>2000 words. Critique, revise and modify a Stage 4/5 unit of work including assessment task to meet the syllabus requirements and the needs of a case study class.</p>'}}",False,Teaching English in the Secondary School 1
EDST8232,2024,['Session 2 - In person-scheduled-infrequent'],"<p>This unit focuses on the teaching of Geography in Years 7-10. Syllabus documents are examined and their implications analysed. Students develop and integrate an in-depth, broad and coherent knowledge the key pedagogies for teaching Stages 4/5 Geography. While the more &#39;traditional&#39; teaching and learning strategies are addressed, greater emphasis is placed on those strategies that are student-centred and develop the students&#39; ability to use and apply Geography&#39;s inquiry-based methodology. By the end of the unit students should have developed the knowledge, understanding and pedagogical skills required to enrich the teaching of Stage 4/5 Geography, and be capable of developing and implementing units of work from the relevant syllabus documents.</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8232/,{'corequisite': ['EDST8237']},"{'Participation and engagement': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Engagement in unit tutorials and learning activities</p>'}, 'Assessment for learning task': {'assessment_type': 'Design Task', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students use a backwards programming approach to design an assessment for learning task linking syllabus outcomes, activities, assessment and reporting/feedback. The task includes peer evaluation and structured rationale with reference to course readings.</p>'}, 'Lesson planning and microteaching': {'assessment_type': 'Design Task', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students plan and deliver. lesson which incorporates geographical tools and skills to teach the content using an explicit instruction and inquiry approach.\xa0</p>'}}",False,Teaching Geography in the Secondary School 1
EDST8230,2024,['Session 2 - In person-scheduled-infrequent'],"<p>This unit is concerned with the teaching of Economics, Commerce and Business Studies in the secondary school. Throughout the unit, students will develop and integrate an in-depth, broad and coherent knowledge of recent syllabus developments and various approaches to teaching. At the conclusion of the unit students are expected to demonstrate considerable expertise in the development and teaching of content and skills selected from the relevant syllabus documents.</p>",https://coursehandbook.mq.edu.au/2024/units/EDST8230/,{'corequisite': ['EDST8237']},"{'Online task participation': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>A grade will be awarded based on the quality of work completed in online tasks.</p>'}, 'Curriculum overview ': {'assessment_type': 'Practice-based task', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students are required to (1) produce an overview of an allocated Commerce topic (2) develop a set of engaging and appropriate resources/activities (3) prepare a logically structured and engaging 15 minute lesson (4) justify the resources selected and pedagogical approach using a structured rationale (500 words)</p>'}, 'Assessment for learning task ': {'assessment_type': 'Design Task', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students are required to (1) design an assessment for learning task (2) develop engaging, purposeful and age appropriate activities together with supporting resources for each task (3) effectively align criteria, instruction, assessment, feedback, reporting and record keeping (4) provide a structures rationale for thir approach (500 words)</p>'}}",False,Teaching Economics and Business Studies in the Secondary School 1
EDST8228,2024,['Session 2 - In person-scheduled-infrequent'],"This unit introduces students to modern approaches to the teaching and learning of Science in secondary schools. Curricula, resources and instructional strategies appropriate to teaching Science are analysed and evaluated with a particular focus on years 7-10 Science. The units emphasises researched-informed approaches to the theory and practice of science and includes opportunities for individual research, collegial learning and connection with the teaching profession.",https://coursehandbook.mq.edu.au/2024/units/EDST8228/,{'corequisite': ['EDST8237']},"{'Teaching resource': {'assessment_type': 'Practice-based task', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Reflective inquiry-based activity design (including ICT based activity design, Limit: 2000word)</p>'}, 'Professional dialogue and participation including online dialogue.': {'assessment_type': 'Participatory task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Professional dialogue and participation including online dialogue.</p>'}, 'Professional Portfolio': {'assessment_type': 'Portfolio', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Teaching and learning unit and resources. Research and practice-informed unit of work demonstrating understanding of a science concept/beliefs (including unit of work, Limit: 2000 words).</p>'}}",False,Teaching Science in the Secondary School 1
EDST8223,2024,['Session 1 - In person-scheduled-infrequent'],"This unit extends the work covered in EDST8222. It focuses on a critical evaluation of the context, nature and contested territories of senior English with particular emphasis on evidence-based strategies for responding to and composing a range of types of texts, enhancing creativity and independent learning skills, and planning for assessment across a variety of language modes and mediums. There is a focus on educational research, rigorous subject knowledge and on ways to implement creative, engaging strategies to prepare students for both high stakes English assessments and  life beyond school. Collegial, co-operative configurations and relationships underpin work in this unit and autonomous learning scaffolds skills needed for the transition to the English teaching profession.",https://coursehandbook.mq.edu.au/2024/units/EDST8223/,{'prerequisite': ['EDST8222 and EDST8237']},"{'Stage 6 unit of work': {'assessment_type': 'Practice-based task', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>2500 words. Evaluation and modification of Stage 6 unit of work, assessment and resources to suit case study class including justification of content, pedagogical and resource choices.</p>'}, 'Professional Participation': {'assessment_type': 'Participatory task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Involvement in professional dialogue including online learning community and syndicate tasks</p>'}, 'Journal Article: Stage 6': {'assessment_type': 'Professional writing', 'assessment_weight': '45', 'assessment_hurdle': 'No', 'assessment_description': '<p>3000 words. Research informed article on an aspect of English teaching suitable for publication in a professional journal</p>'}}",False,Teaching English in the Secondary School 2
EDST8225,2024,['Session 1 - In person-scheduled-infrequent'],"This unit explores the value of teaching History in the current educational context and provides relevant and innovative pedagogies for secondary History teachers. Current syllabus developments and directions in teaching History are examined, and student-based and cooperative learning strategies are modelled and discussed. There is a strong focus on developing students&#39; application of research methodologies, understanding of literacy, multiculturalism, pedagogies for diverse learners and civics and citizenship education. The unit also examines how teachers can implement technology into their classroom practice to develop historical skills and understandings.",https://coursehandbook.mq.edu.au/2024/units/EDST8225/,{'prerequisite': ['EDST8224 and EDST8237']},"{'Stage 6 Teaching Resource': {'assessment_type': 'Lesson plan', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Design a research-informed Stage 6 teaching and learning resource appropriate for either an Ancient History or Modern History class.</p>'}, 'Historiographical portfolio: essay, annotated sources & pedagogical reflection': {'assessment_type': 'Essay', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Investigate\xa0an area of changing historical interpretation and produce: a historiographical essay; annotated sources as per the guidelines for the History Project in the <em>History Extension Stage 6 Syllabus</em> (2017); pedagogical reflection</p>'}}",False,Teaching History in the Secondary School 2
EDST8304,2024,"['Session 2 - In person-scheduled-weekday', 'Session 2 - Online-scheduled-weekday']","This unit examines design, implementation, evaluation and research issues relating to the use of technology in education. It investigates how current and emerging technologies can be used to effectively develop high school students&#39; capabilities across a range of discipline areas. It provokes consideration of how research and theory can inform the effective design of technology-enhanced learning, and critical reflection of the role, place and influence of technology in secondary school contexts.",https://coursehandbook.mq.edu.au/2024/units/EDST8304/,"{'prerequisite': ['Admission to MTeach(Sec) or GradCertEd'], 'Co-badge': ['EDST8650']}","{'Learning Technology Module': {'assessment_type': 'Design Task', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students design a module of work in teams that demonstrates how technology can effectively enhance student learning outcomes, and include an individually written justification of the elements they designed (1000 words). This is the summative and integrative assessment task.</p>'}, 'ePortfolio (Main)': {'assessment_type': 'Portfolio', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students complete an ePortfolio post each week that critically reflects on the use of technology to enhance learning with reference to research literature, in accordance with the topic covered in tutorials and lectures (approx 300 words per post).</p>'}, 'ePortfolio (Set Up)': {'assessment_type': 'Portfolio', 'assessment_weight': '10', 'assessment_hurdle': 'Yes', 'assessment_description': '<p>Students setup their ePortfolio and complete a post that critically reflects on the use of technology to enhance learning with reference to research literature, in accordance with the topic designated in the first week of session (approx 300 words per post).</p>'}}",False,Learning Technologies in School
